week,region,mean_BT,min_BT,max_BT,week_start_date
38,Tropics,236.50870404924666,185.15859985351562,254.82861328125,2025-09-17
38,Western Hemisphere,236.22379193987166,185.15859985351562,260.32110595703125,2025-09-17
39,North America,245.21566118512834,212.40975952148438,257.9973449707031,2025-09-24
39,South America,236.38297816685267,185.15859985351562,256.6453552246094,2025-09-24
39,Tropics,237.44528198242188,183.97560119628906,255.75811767578125,2025-09-24
39,Western Hemisphere,236.9284951346261,185.15859985351562,257.9973449707031,2025-09-24
40,North America,244.17106410435267,211.7760009765625,258.3775939941406,2025-10-01
40,South America,236.11577933175224,186.25709533691406,256.89886474609375,2025-10-01
40,Tropics,235.91583905901228,185.7078399658203,257.2368469238281,2025-10-01
40,Western Hemisphere,236.7744424002511,185.7078399658203,261.4195861816406,2025-10-01
41,North America,247.5035443987165,220.1414794921875,263.82781982421875,2025-10-08
41,South America,235.68302263532365,184.5670928955078,259.3916015625,2025-10-08
41,Tropics,235.8304203578404,185.15859985351562,255.88485717773438,2025-10-08
41,Western Hemisphere,237.4782257080078,184.5670928955078,264.96856689453125,2025-10-08
42,North America,246.09576416015625,211.94500732421875,263.5320739746094,2025-10-15
42,South America,238.5207061767578,187.27108764648438,263.1518249511719,2025-10-15
42,Tropics,236.8531733921596,185.7078399658203,257.9551086425781,2025-10-15
42,Western Hemisphere,238.2407444545201,187.27108764648438,263.5320739746094,2025-10-15
43,North America,244.57430158342635,211.1422576904297,258.3353576660156,2025-10-22
43,South America,239.8018057686942,185.15859985351562,256.51861572265625,2025-10-22
43,Tropics,238.1783708844866,185.15859985351562,258.3353576660156,2025-10-22
43,Western Hemisphere,237.9030303955078,185.15859985351562,258.3353576660156,2025-10-22
44,North America,244.37282017299108,215.78973388671875,257.32135009765625,2025-10-29
44,South America,240.06851850237166,186.76409912109375,259.64508056640625,2025-10-29
44,Tropics,238.01106916155135,184.5670928955078,255.88485717773438,2025-10-29
44,Western Hemisphere,237.78384617396765,186.76409912109375,260.2788391113281,2025-10-29
45,North America,243.58169991629464,212.70550537109375,256.2651062011719,2025-11-05
45,South America,240.9003448486328,185.15859985351562,257.110107421875,2025-11-05
45,Tropics,238.29339817592077,184.5670928955078,256.2651062011719,2025-11-05
45,Western Hemisphere,237.30079214913505,185.15859985351562,257.110107421875,2025-11-05
46,North America,242.37118530273438,214.5644989013672,253.13861083984375,2025-11-12
46,South America,239.78720092773438,184.5670928955078,253.39212036132812,2025-11-12
46,Tropics,238.74234771728516,184.5670928955078,256.89886474609375,2025-11-12
46,Western Hemisphere,236.2367935180664,184.5670928955078,256.98333740234375,2025-11-12
