date,region,mean_BT,min_BT,max_BT
2025-01-01,Western Hemisphere,234.99771118164062,193.94656372070312,251.70211791992188
2025-01-01,Tropics,234.2438201904297,186.04583740234375,249.6318817138672
2025-01-01,North America,237.9376220703125,214.0574951171875,247.89962768554688
2025-01-01,South America,238.5088348388672,194.66481018066406,249.75863647460938
2025-01-02,Western Hemisphere,234.5392303466797,198.46730041503906,253.22311401367188
2025-01-02,Tropics,235.42784118652344,183.0460968017578,251.53311157226562
2025-01-02,North America,238.47250366210938,216.50799560546875,248.8713836669922
2025-01-02,South America,236.45248413085938,199.01654052734375,251.53311157226562
2025-01-03,Western Hemisphere,234.55653381347656,195.3408203125,252.42037963867188
2025-01-03,Tropics,236.03883361816406,188.58084106445312,252.42037963867188
2025-01-03,North America,237.43019104003906,213.46600341796875,248.3643798828125
2025-01-03,South America,236.8926239013672,199.5657958984375,252.42037963867188
2025-01-04,Western Hemisphere,234.64405822753906,190.3975830078125,251.87112426757812
2025-01-04,Tropics,235.9996795654297,184.3135986328125,256.98333740234375
2025-01-04,North America,237.84878540039062,213.76174926757812,247.64613342285156
2025-01-04,South America,237.00335693359375,198.72079467773438,251.87112426757812
2025-01-05,Western Hemisphere,235.119140625,193.2283172607422,252.80062866210938
2025-01-05,Tropics,236.59671020507812,184.90509033203125,257.828369140625
2025-01-05,North America,239.9440460205078,215.7052459716797,251.70211791992188
2025-01-05,South America,238.08351135253906,193.2283172607422,252.80062866210938
2025-01-06,Western Hemisphere,235.31253051757812,191.24258422851562,253.85687255859375
2025-01-06,Tropics,238.08824157714844,186.55284118652344,258.67333984375
2025-01-06,North America,240.91293334960938,213.59274291992188,252.67385864257812
2025-01-06,South America,239.1154327392578,191.24258422851562,253.26536560058594
2025-01-07,Western Hemisphere,235.75474548339844,190.820068359375,253.13861083984375
2025-01-07,Tropics,238.8653564453125,186.55284118652344,257.74383544921875
2025-01-07,North America,242.82936096191406,214.0574951171875,253.13861083984375
2025-01-07,South America,239.59066772460938,190.820068359375,251.82887268066406
2025-01-08,Western Hemisphere,235.99554443359375,185.454345703125,255.589111328125
2025-01-08,Tropics,238.98171997070312,185.454345703125,258.631103515625
2025-01-08,North America,243.64231872558594,211.31124877929688,255.589111328125
2025-01-08,South America,238.66114807128906,185.454345703125,252.12461853027344
2025-01-09,Western Hemisphere,236.7438201904297,193.6085662841797,255.16661071777344
2025-01-09,Tropics,238.75267028808594,189.0455780029297,258.46209716796875
2025-01-09,North America,243.72412109375,210.9732666015625,254.23712158203125
2025-01-09,South America,238.91163635253906,193.6085662841797,252.96961975097656
2025-01-10,Western Hemisphere,236.95046997070312,196.6505584716797,257.6170959472656
2025-01-10,Tropics,238.7641143798828,187.6090850830078,259.8985900878906
2025-01-10,North America,244.63827514648438,208.01577758789062,253.73011779785156
2025-01-10,South America,239.0547332763672,200.62203979492188,255.9693603515625
2025-01-11,Western Hemisphere,238.5645294189453,187.10208129882812,257.4481201171875
2025-01-11,Tropics,240.69737243652344,186.04583740234375,257.4481201171875
2025-01-11,North America,246.66419982910156,209.1142578125,257.4481201171875
2025-01-11,South America,241.24102783203125,195.3408203125,256.7720947265625
2025-01-12,Western Hemisphere,240.26966857910156,193.6085662841797,259.1380920410156
2025-01-12,Tropics,241.67227172851562,185.454345703125,258.5466003417969
2025-01-12,North America,248.24501037597656,208.22702026367188,259.1380920410156
2025-01-12,South America,244.19862365722656,201.38253784179688,255.16661071777344
2025-01-13,Western Hemisphere,240.15350341796875,196.94630432128906,259.8140869140625
2025-01-13,Tropics,241.89944458007812,183.0460968017578,257.32135009765625
2025-01-13,North America,247.82394409179688,215.02923583984375,259.8140869140625
2025-01-13,South America,244.5632781982422,203.53729248046875,257.32135009765625
2025-01-14,Western Hemisphere,239.672119140625,189.5103302001953,258.2930908203125
2025-01-14,Tropics,241.14776611328125,187.6090850830078,255.75811767578125
2025-01-14,North America,246.66636657714844,214.47999572753906,257.32135009765625
2025-01-14,South America,243.7530517578125,199.3123016357422,255.29336547851562
2025-01-15,Western Hemisphere,239.0855255126953,196.6505584716797,257.15234375
2025-01-15,Tropics,240.75318908691406,188.58084106445312,255.37786865234375
2025-01-15,North America,245.089111328125,211.31124877929688,256.60308837890625
2025-01-15,South America,242.97372436523438,197.87579345703125,255.37786865234375
2025-01-16,Western Hemisphere,238.87538146972656,194.66481018066406,259.349365234375
2025-01-16,Tropics,240.1505126953125,188.1160888671875,255.16661071777344
2025-01-16,North America,243.5564727783203,210.80426025390625,257.32135009765625
2025-01-16,South America,242.85166931152344,194.66481018066406,254.99761962890625
2025-01-17,Western Hemisphere,238.35093688964844,194.32681274414062,258.9691162109375
2025-01-17,Tropics,239.73558044433594,190.3975830078125,257.06787109375
2025-01-17,North America,243.78807067871094,210.80426025390625,257.15234375
2025-01-17,South America,241.40087890625,194.32681274414062,254.068115234375
2025-01-18,Western Hemisphere,237.927001953125,197.24205017089844,259.0113525390625
2025-01-18,Tropics,240.0325164794922,190.820068359375,254.61737060546875
2025-01-18,North America,245.13882446289062,212.24075317382812,259.0113525390625
2025-01-18,South America,240.2784423828125,197.24205017089844,251.19512939453125
2025-01-19,Western Hemisphere,238.46578979492188,201.63604736328125,258.12408447265625
2025-01-19,Tropics,240.773193359375,195.0028076171875,256.7720947265625
2025-01-19,North America,244.74415588378906,211.48025512695312,258.12408447265625
2025-01-19,South America,242.3046875,202.14303588867188,253.05410766601562
2025-01-20,Western Hemisphere,238.62368774414062,196.6505584716797,257.65936279296875
2025-01-20,Tropics,241.6678009033203,192.8480682373047,256.6876220703125
2025-01-20,North America,244.50778198242188,210.50851440429688,257.65936279296875
2025-01-20,South America,241.97467041015625,196.6505584716797,253.81460571289062
2025-01-21,Western Hemisphere,238.98240661621094,199.5657958984375,255.88485717773438
2025-01-21,Tropics,241.3264617919922,192.04531860351562,257.65936279296875
2025-01-21,North America,244.65475463867188,220.7752227783203,255.33560180664062
2025-01-21,South America,241.6648406982422,205.6920166015625,255.0821075439453
2025-01-22,Western Hemisphere,239.09677124023438,197.24205017089844,257.912841796875
2025-01-22,Tropics,241.50738525390625,186.55284118652344,260.9971008300781
2025-01-22,North America,244.6573486328125,217.77548217773438,255.589111328125
2025-01-22,South America,242.96875,204.0020294189453,257.7861022949219
2025-01-23,Western Hemisphere,239.33204650878906,204.42453002929688,259.56060791015625
2025-01-23,Tropics,240.82142639160156,190.820068359375,260.5745849609375
2025-01-23,North America,245.6056671142578,215.28274536132812,253.47662353515625
2025-01-23,South America,243.5031280517578,204.42453002929688,257.4058532714844
2025-01-24,Western Hemisphere,239.22738647460938,196.94630432128906,258.3353576660156
2025-01-24,Tropics,240.97511291503906,189.5103302001953,261.16607666015625
2025-01-24,North America,246.41966247558594,221.95822143554688,254.40611267089844
2025-01-24,South America,243.9131622314453,196.94630432128906,258.3353576660156
2025-01-25,Western Hemisphere,238.50282287597656,195.67880249023438,257.15234375
2025-01-25,Tropics,240.3632049560547,188.58084106445312,263.236328125
2025-01-25,North America,246.20152282714844,220.56398010253906,254.02586364746094
2025-01-25,South America,243.0158233642578,195.67880249023438,254.02586364746094
2025-01-26,Western Hemisphere,238.08395385742188,194.32681274414062,257.9551086425781
2025-01-26,Tropics,240.8297882080078,192.8480682373047,263.6165771484375
2025-01-26,North America,244.97622680664062,214.1842498779297,253.09637451171875
2025-01-26,South America,242.12725830078125,194.32681274414062,251.23736572265625
2025-01-27,Western Hemisphere,238.35459899902344,195.0028076171875,254.91311645507812
2025-01-27,Tropics,241.22274780273438,189.0455780029297,260.74359130859375
2025-01-27,North America,245.40066528320312,208.77627563476562,254.15261840820312
2025-01-27,South America,242.96324157714844,195.67880249023438,254.91311645507812
2025-01-28,Western Hemisphere,238.64390563964844,199.3123016357422,255.71585083007812
2025-01-28,Tropics,240.89840698242188,193.2283172607422,254.65960693359375
2025-01-28,North America,246.4647674560547,213.59274291992188,255.71585083007812
2025-01-28,South America,242.43402099609375,199.3123016357422,254.7018585205078
2025-01-29,Western Hemisphere,238.36367797851562,200.87554931640625,260.4900817871094
2025-01-29,Tropics,239.3275146484375,188.1160888671875,255.12435913085938
2025-01-29,North America,247.26051330566406,221.6624755859375,257.74383544921875
2025-01-29,South America,241.20188903808594,202.35427856445312,252.88511657714844
2025-01-30,Western Hemisphere,238.66647338867188,196.31256103515625,257.15234375
2025-01-30,Tropics,239.13340759277344,186.55284118652344,257.87060546875
2025-01-30,North America,246.17855834960938,223.31021118164062,257.15234375
2025-01-30,South America,243.216796875,201.88954162597656,253.13861083984375
2025-01-31,Western Hemisphere,238.4112548828125,190.820068359375,255.0821075439453
2025-01-31,Tropics,240.56216430664062,187.10208129882812,257.15234375
2025-01-31,North America,244.56454467773438,217.52198791503906,254.74411010742188
2025-01-31,South America,243.9857940673828,193.94656372070312,255.0821075439453
2025-02-01,Western Hemisphere,238.36634826660156,193.94656372070312,260.1098327636719
2025-02-01,Tropics,240.53759765625,189.0455780029297,256.56085205078125
2025-02-01,North America,244.1128692626953,212.114013671875,254.95535278320312
2025-02-01,South America,243.88458251953125,195.0028076171875,258.67333984375
2025-02-02,Western Hemisphere,238.41561889648438,188.58084106445312,260.40557861328125
2025-02-02,Tropics,241.7432861328125,188.58084106445312,257.32135009765625
2025-02-02,North America,244.32847595214844,219.42323303222656,256.22283935546875
2025-02-02,South America,244.2753448486328,204.21328735351562,260.40557861328125
2025-02-03,Western Hemisphere,238.5805206298828,191.66506958007812,257.27911376953125
2025-02-03,Tropics,241.7271728515625,189.5103302001953,257.27911376953125
2025-02-03,North America,245.45372009277344,217.39523315429688,257.27911376953125
2025-02-03,South America,243.87489318847656,202.14303588867188,255.80035400390625
2025-02-04,Western Hemisphere,238.67935180664062,192.04531860351562,258.2508544921875
2025-02-04,Tropics,241.05484008789062,186.04583740234375,257.36358642578125
2025-02-04,North America,245.4573974609375,217.01498413085938,258.2508544921875
2025-02-04,South America,243.81689453125,192.04531860351562,254.91311645507812
2025-02-05,Western Hemisphere,238.76669311523438,194.66481018066406,259.4761047363281
2025-02-05,Tropics,239.51303100585938,186.55284118652344,254.74411010742188
2025-02-05,North America,245.69871520996094,214.90249633789062,257.32135009765625
2025-02-05,South America,242.5677947998047,204.42453002929688,254.3216094970703
2025-02-06,Western Hemisphere,238.80831909179688,191.66506958007812,256.307373046875
2025-02-06,Tropics,239.0867156982422,189.0455780029297,254.65960693359375
2025-02-06,North America,244.02682495117188,212.87451171875,253.39212036132812
2025-02-06,South America,243.977294921875,194.32681274414062,256.307373046875
2025-02-07,Western Hemisphere,238.39730834960938,199.01654052734375,256.94110107421875
2025-02-07,Tropics,238.3717803955078,187.6090850830078,254.40611267089844
2025-02-07,North America,242.07144165039062,213.76174926757812,251.61761474609375
